difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness,zlaggableName,grade_dev,soft_sum,hard_sum,amount_ascents,grade_dev_name,dev,soft_dev,hard_dev
7a,23,1105,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,x-file,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,X files,23.0,2.0,0.0,11.0,7a,0.0,0.18181818181818182,0.0
5c,14,1106,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,amici-di-un-tempo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,Amici di un tempo,14.0,1.0,0.0,11.0,5c,0.0,0.09090909090909091,0.0
6c+,22,1107,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,il-sole-dinverno,1.0,technical,1.0,vertical,Il sole d'inverno,22.0,0.0,2.0,10.0,6c+,0.0,0.0,0.2
5c,14,1108,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,la-prima-volta,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,La prima volta,15.0,0.0,3.0,10.0,5c+,1.0,0.0,0.3
6b,18,1109,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,metaxa,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,Metaxa,18.0,1.0,0.0,10.0,6b,0.0,0.1,0.0
6c,21,1110,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,forza-italia,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,Forza Italia,20.0,2.0,0.0,10.0,6b+,-1.0,0.2,0.0
6c+,22,1111,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,buon-anno-1996,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,Buon Anno 1996,22.0,0.0,1.0,10.0,6c+,0.0,0.0,0.1
6a+,17,1112,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,diapason,1.0,technical,1.0,vertical,Diapason,18.0,0.0,4.0,9.0,6b,1.0,0.0,0.4444444444444444
6a+,17,1126,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,lucrezia,1.0,technical,1.0,vertical,Lucrezia,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
6a,16,1127,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,compagni-di-merengue,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Compagni di Merengue,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
6a,16,1128,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,il-buco-nero,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Il buco Nero,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
6b,18,1129,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,piedi-di-balsa,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Piedi di Balsa,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
7c,27,1130,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,strukka-strukka,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Strukka strukka,27.0,0.0,0.0,1.0,7c,0.0,0.0,0.0
7b,25,1131,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,cambio-dangolo,0.5,"athletic, cruxy",0.5,"overhang, vertical",cambio d'angolo,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
7b,25,1132,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,babi-brentegani,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,babi brentegani,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
6b,18,1133,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,piccola-peste,0.5,"athletic, cruxy",0.5,"overhang, vertical",Piccola Peste,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
6b+,19,1136,noriglio,Noriglio,1136,1,0,0,1,0,1,1,0,0,0,la-distilleria,40-gradi,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,40 gradi,19.0,0.0,0.0,2.0,6b+,0.0,0.0,0.0
6b+,19,1137,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,introverso,0.5,"athletic, cruxy",0.5,"overhang, vertical",Introverso,20.0,0.0,1.0,2.0,6b+,1.0,0.0,0.5
6b+,19,1138,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,antibiotic,0.5,"athletic, cruxy",0.5,"overhang, vertical",Antibiotic,19.0,0.0,0.0,2.0,6b+,0.0,0.0,0.0
6c,21,1139,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,convivenza,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,Convivenza,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6c,21,1140,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,pensieri-pericolosie,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Pensieri pericolosie,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6a+,17,1145,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,trovatello,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Trovatello,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
7c,27,1146,noriglio,Noriglio,1146,1,0,0,1,0,1,1,0,0,0,la-grotta,senza-nome-a-sn-di-inox-aeternum,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical,N.N. (a Sn. di ix aeternum),27.0,0.0,0.0,1.0,7c,0.0,0.0,0.0
7c,27,1147,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,senza-nome,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,N.N.,27.0,0.0,0.0,1.0,7c,0.0,0.0,0.0
6b+,19,1148,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,ultimo-tango,1.0,technical,1.0,vertical,Ultimo tango,19.0,0.0,0.0,1.0,6b+,0.0,0.0,0.0
5c,14,1149,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,betti,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Betti,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
6a,16,1150,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,sofia,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Sofia,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
6c,21,1151,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,aladin,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Aladin,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6c+,22,1152,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,catwoman,0.3333333333333333,"athletic, cruxy, technical",1.0,roof,Catwoman,22.0,0.0,0.0,1.0,6c+,0.0,0.0,0.0
7a,23,2230,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,bastard-chef,1.0,cruxy,0.5414585414585414,vertical,Bastard chef,23.0,0.0,0.0,2.0,7a,0.0,0.0,0.0
7a+,24,2231,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,primaloft,0.524,cruxy,0.5414585414585414,vertical,Primaloft,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
6a+,17,2232,finale-ampola,Finale Ampola,2232,0,1,0,0,0,0,1,0,0,0,sektor-principal,balena-arenata,1.0,endurance,1.0,vertical,Balena Arenata,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
6c+,22,2233,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,john-beer,0.524,cruxy,0.5414585414585414,vertical,John Beer,22.0,0.0,0.0,1.0,6c+,0.0,0.0,0.0
6b,18,2234,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,1,0,unknown-sector-79fea,i-sogni-di-marco,1.0,cruxy,0.5,"overhang, vertical",I sogni di Marco,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
5c,14,2235,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,diedro-rosy,0.524,cruxy,0.5414585414585414,vertical,Diedro Rosy,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
6b+,19,2236,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,el-galinazo,0.524,cruxy,0.5414585414585414,vertical,El Galinazo,19.0,0.0,0.0,1.0,6b+,0.0,0.0,0.0
5c,14,2237,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,gran-diedro,0.524,cruxy,0.5414585414585414,vertical,Gran Diedro,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
6c,21,2238,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,1,0,unknown-sector-79fea,n-n,1.0,cruxy,0.5,"overhang, vertical",N.N.,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6c,21,2239,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,vacca-di-dio,0.524,cruxy,0.5414585414585414,vertical,vacca di dio,,,,,,,,
7b,25,2240,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,0,0,0,1,settore-a,ciccio-pasticcio,0.833,cruxy,0.667,roof,Ciccio Pasticcio,24.0,4.0,0.0,10.0,7a+,-1.0,0.4,0.0
6c,21,2241,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,sesso-orale,0.4995004995004994,cruxy,0.8,vertical,Sesso Orale,20.0,2.0,0.0,10.0,6b+,-1.0,0.2,0.0
6a+,17,2242,finale-ampola,Finale Ampola,2230,0,0,1,0,0,1,1,1,0,0,settore-a,yellowstone,0.5,"crimpy, technical",0.5,"slab, vertical",Yellowstone,17.0,0.0,0.0,8.0,6a+,0.0,0.0,0.0
5c,14,2243,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,le-fratture-del-pizzo,0.524,cruxy,1.0,vertical,Le Fratture del Pizzo,14.0,1.0,0.0,8.0,5c,0.0,0.125,0.0
6a+,17,2244,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,45degree-parallelo,0.524,cruxy,1.0,vertical,45° Parallelo,17.0,0.0,0.0,7.0,6a+,0.0,0.0,0.0
5b,12,2245,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,la-conquista,0.524,cruxy,0.5414585414585414,vertical,La Conquista,11.0,2.0,0.0,6.0,5a+,-1.0,0.3333333333333333,0.0
6c,21,2246,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,sangue-e-sudore,0.524,cruxy,0.5414585414585414,vertical,Sangue e Sudore,21.0,0.0,0.0,6.0,6c,0.0,0.0,0.0
7a,23,2247,finale-ampola,Finale Ampola,2230,0,1,0,0,1,0,1,0,0,0,settore-a,supertrump,0.5,"endurance, sloper",1.0,vertical,Supertrump,22.0,2.0,0.0,5.0,6c+,-1.0,0.4,0.0
7a,23,2248,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,0,0,1,0,unknown-sector-79fea,super-tramp,1.0,cruxy,1.0,overhang,Super tramp,23.0,0.0,0.0,5.0,7a,0.0,0.0,0.0
5c,14,2249,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,el-sas-del-ghibel,0.524,cruxy,0.5414585414585414,vertical,El sal del Ghibel,14.0,0.0,0.0,4.0,5c,0.0,0.0,0.0
6b+,19,2250,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,1,0,settore-a,only-limestone,1.0,cruxy,0.5,"overhang, vertical",Only Limestone,19.0,0.0,0.0,4.0,6b+,0.0,0.0,0.0
6c,21,2251,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,il-babbeo,0.524,cruxy,0.5414585414585414,vertical,Il Babbeo,21.0,0.0,0.0,3.0,6c,0.0,0.0,0.0
5b,12,2252,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,lo-spigolo,0.524,cruxy,0.5414585414585414,vertical,Lo Spigolo,11.0,2.0,0.0,3.0,5a+,-1.0,0.6666666666666666,0.0
5c,14,2253,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,0,0,unknown-sector-79fea,la-conquista-di-zeno,1.0,cruxy,1.0,vertical,La Conquista Di Zeno,14.0,0.0,0.0,3.0,5c,0.0,0.0,0.0
5c,14,2254,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,lo-spit-nel-muschio,0.524,cruxy,1.0,vertical,Lo Spit nel Muschio,14.0,0.0,0.0,3.0,5c,0.0,0.0,0.0
5c,14,2255,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,il-soffiatore,0.524,cruxy,0.5414585414585414,vertical,Il Soffiatore,14.0,0.0,0.0,3.0,5c,0.0,0.0,0.0
6c,21,2256,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,0,0,1,0,settore-a,capra-zoppa,1.0,cruxy,1.0,overhang,Capre Zoppa,21.0,0.0,0.0,3.0,6c,0.0,0.0,0.0
6b,18,2257,finale-ampola,Finale Ampola,2230,0,1,0,0,0,0,1,0,0,0,settore-a,i-segni-di-marco,1.0,endurance,0.667,vertical,Segni di MArco,18.0,0.0,0.0,3.0,6b,0.0,0.0,0.0
7b,25,2258,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,1,0,unknown-sector-79fea,re-marronno,1.0,cruxy,0.5,"overhang, vertical",Re marronno,25.0,0.0,0.0,3.0,7b,0.0,0.0,0.0
7a,23,2319,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,n-n,0.311,cruxy,0.4375624375624376,"overhang, vertical",N.N.,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
6c+,22,2320,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,il-mio-piede-sinistro,0.311,cruxy,0.4375624375624376,"overhang, vertical",Il mio Piede Sinistro,22.0,0.0,0.0,1.0,6c+,0.0,0.0,0.0
7a+,24,2321,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,unknown-route,0.311,cruxy,0.4375624375624376,"overhang, vertical",N.N.,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
8a,29,2322,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,auatando-el-tiron,0.311,cruxy,0.4375624375624376,"overhang, vertical",auatando el tiròn,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
8a+,30,2323,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,0,0,1,0,ottava-meraviglia,n-n-akaoh,0.5,cruxy,1.0,overhang,N.N.,30.0,0.0,0.0,5.0,8a+,0.0,0.0,0.0
8a,29,2324,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,tiro-nuovo,0.311,cruxy,0.4375624375624376,"overhang, vertical",Tiro nuovo,29.0,0.0,0.0,4.0,8a,0.0,0.0,0.0
8a+,30,2325,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,suria-namaste,1.0,cruxy,0.4375624375624376,"overhang, vertical",Suria Namastè,30.0,0.0,0.0,4.0,8a+,0.0,0.0,0.0
7b+,26,2326,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,auannagannammerica,0.311,cruxy,0.4375624375624376,"overhang, vertical",Auannagannammerica,27.0,0.0,2.0,3.0,7c,1.0,0.0,0.6666666666666666
7b+,26,2327,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,die-volle-windel-von-alfons,0.311,cruxy,0.4375624375624376,"overhang, vertical",Die volle Windel von Alfons,26.0,0.0,0.0,2.0,7b+,0.0,0.0,0.0
7b+,26,2328,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,no-name,0.311,cruxy,0.4375624375624376,"overhang, vertical",N.N.,26.0,0.0,0.0,2.0,7b+,0.0,0.0,0.0
6c,21,2329,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,boom,0.311,cruxy,0.4375624375624376,"overhang, vertical",Boom,22.0,0.0,1.0,2.0,6c+,1.0,0.0,0.5
7a+,24,2330,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,senza-nome,0.311,cruxy,0.4375624375624376,"overhang, vertical",N.N.,24.0,0.0,0.0,2.0,7a+,0.0,0.0,0.0
8b+,32,2331,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,i-riflessi-del-rosso,0.311,cruxy,0.4375624375624376,"overhang, vertical",I riflessi del rosso,32.0,0.0,0.0,2.0,8b+,0.0,0.0,0.0
7c+,28,2332,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,for-all-my-friends,0.311,cruxy,0.4375624375624376,"overhang, vertical",For all my Friends,28.0,0.0,0.0,1.0,7c+,0.0,0.0,0.0
6c+,22,2333,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,grande-giga,0.311,cruxy,0.4375624375624376,"overhang, vertical",grande giga,22.0,0.0,0.0,1.0,6c+,0.0,0.0,0.0
7a,23,2334,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,grande-coonte,0.311,cruxy,0.4375624375624376,"overhang, vertical",Grande coonte,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
8a,29,2335,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,chandra-crossing,0.311,cruxy,0.4375624375624376,"overhang, vertical",Chandra crossing,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
7c,27,2338,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,new-noname,0.311,cruxy,0.4375624375624376,"overhang, vertical",New Noname,27.0,0.0,0.0,1.0,7c,0.0,0.0,0.0
7a+,24,2339,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,new-noname-j32as,0.311,cruxy,0.4375624375624376,"overhang, vertical",New Noname,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
7c+,28,2340,ottava-meraviglia,Ottava Meraviglia,2319,1,0,1,1,0,0,1,0,1,0,ottava-meraviglia,arcobaleno,0.3333333333333333,"athletic, crimpy, cruxy",0.5,"overhang, vertical",Arcobaleno,28.0,0.0,0.0,1.0,7c+,0.0,0.0,0.0
8a,29,2342,ottava-meraviglia,Ottava Meraviglia,2319,1,0,0,0,0,1,1,0,1,0,ottava-meraviglia,20-anni-fa,0.5,"athletic, technical",0.5,"overhang, vertical",20 anni fa,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
7c+,28,2343,ottava-meraviglia,Ottava Meraviglia,2319,1,1,1,0,0,0,0,0,1,0,ottava-meraviglia,run-out,0.3333333333333333,"athletic, endurance, crimpy",0.5,overhang,Run out,28.0,7.0,1.0,46.0,7c+,0.0,0.15217391304347827,0.021739130434782608
7a,23,2344,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,0,0,1,1,0,0,0,ottava-meraviglia,name-humesh,0.6,technical,0.6,vertical,Name Humesh,23.0,3.0,0.0,41.0,7a,0.0,0.07317073170731707,0.0
6c+,22,2345,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,0,0,ottava-meraviglia,gorilla-lilla,1.0,cruxy,0.667,vertical,Gorilla Lilla,22.0,7.0,3.0,39.0,6c+,0.0,0.1794871794871795,0.07692307692307693
7a+,24,2346,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,zolla-bepponica,0.311,cruxy,0.4375624375624376,"overhang, vertical",Zolla Bepponica,24.0,2.0,1.0,32.0,7a+,0.0,0.0625,0.03125
7b,25,2347,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,0,0,ottava-meraviglia,grande-giga,0.311,cruxy,1.0,vertical,grande giga,25.0,1.0,0.0,23.0,7b,0.0,0.043478260869565216,0.0
8a,29,2348,ottava-meraviglia,Ottava Meraviglia,2319,0,1,0,1,0,0,0,0,1,0,ottava-meraviglia,tifon,0.4,"endurance, cruxy",1.0,overhang,Tifon,29.0,4.0,1.0,19.0,8a,0.0,0.21052631578947367,0.05263157894736842
6b,18,2349,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,ganga-ines,0.311,cruxy,0.4375624375624376,"overhang, vertical",Ganga Ines,18.0,1.0,1.0,20.0,6b,0.0,0.05,0.05
7a+,24,2350,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,0,0,1,1,0,0,0,ottava-meraviglia,ciao-ciba,1.0,technical,1.0,vertical,Ciao Ciba,24.0,0.0,2.0,17.0,7a+,0.0,0.0,0.11764705882352941
6b+,19,2351,ottava-meraviglia,Ottava Meraviglia,2319,1,0,0,0,0,0,1,0,1,0,ottava-meraviglia,marina-tandrilla,1.0,athletic,0.4375624375624376,"overhang, vertical",Marina Tandrilla,19.0,0.0,2.0,16.0,6b+,0.0,0.0,0.125
6c,21,2352,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,bom,1.0,cruxy,0.4375624375624376,"overhang, vertical",Bom,21.0,0.0,2.0,15.0,6c,0.0,0.0,0.13333333333333333
8a,29,2353,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,0,0,ottava-meraviglia,oceano-stellare,0.4995004995004994,cruxy,0.667,vertical,Oceano Stellare,27.0,9.0,0.0,15.0,7c,-2.0,0.6,0.0
8a+,30,2354,ottava-meraviglia,Ottava Meraviglia,2319,0,1,0,0,0,0,1,0,1,0,ottava-meraviglia,eragon,0.75,endurance,0.5,"overhang, vertical",Eragon,29.0,5.0,0.0,14.0,8a,-1.0,0.35714285714285715,0.0
7c+,28,2355,ottava-meraviglia,Ottava Meraviglia,2319,0,1,0,0,0,0,1,0,0,0,ottava-meraviglia,il-principio,1.0,endurance,1.0,vertical,Il Principio,27.0,4.0,0.0,12.0,7c,-1.0,0.3333333333333333,0.0
8a,29,2356,ottava-meraviglia,Ottava Meraviglia,2319,1,0,0,0,0,0,0,0,1,1,ottava-meraviglia,chandra-full,1.0,athletic,0.5,"overhang, roof",Chandra Full,29.0,2.0,0.0,12.0,8a,0.0,0.16666666666666666,0.0
7a,23,2357,ottava-meraviglia,Ottava Meraviglia,2319,1,0,0,0,0,0,0,0,1,0,ottava-meraviglia,beppe,1.0,athletic,1.0,overhang,Beppe,23.0,1.0,0.0,7.0,7a,0.0,0.14285714285714285,0.0
8b+,32,2358,ottava-meraviglia,Ottava Meraviglia,2321,0,0,0,1,0,0,1,0,1,0,unknown-sector-88a4c,riflessi,0.311,cruxy,0.4375624375624376,"overhang, vertical",Riflessi,31.0,2.0,0.0,7.0,8b,-1.0,0.2857142857142857,0.0
8a,29,2359,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,diaolo-can,0.311,cruxy,0.4375624375624376,"overhang, vertical",Diaol Can,29.0,1.0,0.0,6.0,8a,0.0,0.16666666666666666,0.0
7c,27,2360,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,1,1,0,1,0,ottava-meraviglia,la-crux,0.5,"cruxy, technical",0.4375624375624376,"overhang, vertical",La Crux,27.0,0.0,1.0,5.0,7c,0.0,0.0,0.2
8b,31,2361,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,chandragon,0.311,cruxy,0.4375624375624376,"overhang, vertical",Chandragon,30.0,2.0,0.0,5.0,8a+,-1.0,0.4,0.0
7b,25,2362,ottava-meraviglia,Ottava Meraviglia,2319,0,0,0,1,0,0,1,0,1,0,ottava-meraviglia,il-coonte-ddracula,0.311,cruxy,0.4375624375624376,"overhang, vertical",Il Coonte Ddracula,25.0,0.0,0.0,5.0,7b,0.0,0.0,0.0
6a,16,2363,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2363,0,0,0,1,0,0,1,1,0,0,settore-b,al-settimo-gelo,1.0,cruxy,0.5,"slab, vertical",Al settimo gelo,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
8a+,30,2364,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2364,0,0,0,1,0,0,1,1,0,0,unknown-sector-b0051,ohne-name,1.0,cruxy,0.5,"slab, vertical",N.N.,30.0,0.0,0.0,1.0,8a+,0.0,0.0,0.0
7a+,24,2365,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2365,0,0,0,1,0,0,1,1,0,0,c,fior-di-zucca,1.0,cruxy,0.5,"slab, vertical",Fior di zucca,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
6c,21,2366,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2366,0,0,0,1,0,0,1,1,0,0,settore-c,il-volo-di-alba,1.0,cruxy,0.5,"slab, vertical",Il volo di alba,22.0,0.0,1.0,1.0,6c+,1.0,0.0,1.0
6b,18,2367,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2364,0,0,0,1,0,0,1,1,0,0,unknown-sector-b0051,prigionieri-delle-pasioni,1.0,cruxy,0.5,"slab, vertical",Prigionieri delle pasioni,19.0,0.0,1.0,1.0,6b+,1.0,0.0,1.0
6c,21,2368,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2364,0,0,0,1,0,0,1,1,0,0,unknown-sector-b0051,start-trek,1.0,cruxy,0.5,"slab, vertical",start trek,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6c,21,2369,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2363,0,0,0,1,0,0,1,1,0,0,settore-b,bonsai,1.0,cruxy,0.5,"slab, vertical",Bonsai,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
5c,14,2370,piste-dei-dinosauri-ef460-verrev,Piste dei Dinosauri,2366,0,0,0,1,0,0,1,1,0,0,settore-c,croc,1.0,cruxy,0.5,"slab, vertical",Croc,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
